air_date,year,decade,pop_count_1,pop_count_2,pop_count_1,pop_count_2,pop1_normalized,pop2_normalized,pop1_round,pop2_round
11/18/1999,1999,1990,1,3,1,3,1.5,4.5,2,5
3/22/1999,1999,1990,3,3,3,3,3,3.6,3,4
1/7/1985,1985,1980,1,2,1,2,1.5,4,2,4
6/1/2006,2006,2000,2,4,2,4,1.5,4,2,4
11/19/2009,2009,2000,2,3,2,3,1.714285714,3.6,2,4
11/25/1997,1997,1990,1,3,1,3,1.2,3.6,1,4
12/15/2017,2017,2010,1,3,1,3,1.2,3.6,1,4
6/30/2008,2008,2000,1,3,1,3,0.857142857,3.6,1,4
10/24/2017,2017,2010,1,3,1,3,0.857142857,3.6,1,4
12/12/1985,1985,1980,0,3,0,3,0,3.6,0,4
6/12/2009,2009,2000,3,4,3,4,2.571428571,3.428571429,3,3
4/5/1999,1999,1990,5,4,5,4,3.333333333,3,3,3
1/15/1998,1998,1990,2,2,2,2,3,3,3,3
3/2/1998,1998,1990,2,3,2,3,3,3,3,3
6/26/1998,1998,1990,3,3,3,3,3,3,3,3
10/20/1998,1998,1990,4,3,4,3,3,3,3,3
4/29/1998,1998,1990,3,3,3,3,2.571428571,3,3,3
6/10/1998,1998,1990,3,3,3,3,2.571428571,3,3,3
2/17/2010,2010,2010,3,1,3,1,2.571428571,3,3,3
11/7/1986,1986,1980,3,3,3,3,3,2.571428571,3,3
5/18/1999,1999,1990,4,3,4,3,3,2.571428571,3,3
2/26/2001,2001,2000,2,3,2,3,3,2.571428571,3,3
5/21/2009,2009,2000,3,3,3,3,3,2.571428571,3,3
7/21/2021,2021,2020,3,3,3,3,3,2.571428571,3,3
12/5/2017,2017,2010,3,3,3,3,2.571428571,2.571428571,3,3
2/12/1987,1987,1980,2,4,2,4,2,3.428571429,2,3
5/21/2001,2001,2000,2,4,2,4,2,3.428571429,2,3
3/5/1987,1987,1980,2,5,2,5,2,3.333333333,2,3
1/23/1998,1998,1990,2,4,2,4,2.4,3,2,3
5/28/1998,1998,1990,3,4,3,4,2.25,3,2,3
6/21/1999,1999,1990,3,3,3,3,2.25,3,2,3
9/25/2000,2000,2000,3,3,3,3,2.25,3,2,3
12/19/1985,1985,1980,2,2,2,2,2,3,2,3
5/11/1998,1998,1990,2,2,2,2,2,3,2,3
1/6/2000,2000,2000,1,3,1,3,2,3,2,3
2/3/2004,2004,2000,2,3,2,3,2,3,2,3
3/23/2006,2006,2000,3,3,3,3,2,3,2,3
3/21/2013,2013,2010,2,3,2,3,2,3,2,3
12/19/2006,2006,2000,2,3,2,3,1.714285714,3,2,3
9/28/2011,2011,2010,2,3,2,3,1.714285714,3,2,3
10/23/2012,2012,2010,2,4,2,4,1.714285714,3,2,3
6/18/2014,2014,2010,2,3,2,3,1.714285714,3,2,3
5/12/2015,2015,2010,2,3,2,3,1.714285714,3,2,3
2/7/2018,2018,2010,2,3,2,3,1.714285714,3,2,3
6/28/1999,1999,1990,1,3,1,3,1.5,3,2,3
2/6/2001,2001,2000,1,2,1,2,1.5,3,2,3
4/4/2023,2023,2020,1,4,1,4,1.5,3,2,3
1/4/2019,2019,2010,2,4,2,4,2,2.666666667,2,3
4/12/2022,2022,2020,2,4,2,4,1.714285714,2.666666667,2,3
1/13/1986,1986,1980,2,3,2,3,2.4,2.571428571,2,3
9/20/2010,2010,2010,2,3,2,3,2.4,2.571428571,2,3
12/23/2016,2016,2010,2,3,2,3,2.4,2.571428571,2,3
12/6/2006,2006,2000,3,3,3,3,2.25,2.571428571,2,3
10/1/2012,2012,2010,3,3,3,3,2.25,2.571428571,2,3
10/31/2022,2022,2020,3,3,3,3,2.25,2.571428571,2,3
7/11/2023,2023,2020,3,3,3,3,2.25,2.571428571,2,3
10/16/2000,2000,2000,2,3,2,3,2,2.571428571,2,3
11/20/2006,2006,2000,2,3,2,3,2,2.571428571,2,3
3/18/2014,2014,2010,2,3,2,3,2,2.571428571,2,3
1/6/2016,2016,2010,2,3,2,3,2,2.571428571,2,3
3/15/2018,2018,2010,2,3,2,3,2,2.571428571,2,3
12/10/2018,2018,2010,3,3,3,3,2,2.571428571,2,3
3/23/2020,2020,2020,2,3,2,3,2,2.571428571,2,3
9/23/2020,2020,2020,2,3,2,3,2,2.571428571,2,3
11/24/2023,2023,2020,2,3,2,3,2,2.571428571,2,3
10/10/2011,2011,2010,3,3,3,3,1.8,2.571428571,2,3
5/18/1998,1998,1990,2,3,2,3,1.714285714,2.571428571,2,3
6/9/1998,1998,1990,2,3,2,3,1.714285714,2.571428571,2,3
9/30/2005,2005,2000,2,3,2,3,1.714285714,2.571428571,2,3
3/18/2011,2011,2010,2,3,2,3,1.714285714,2.571428571,2,3
1/9/2013,2013,2010,2,3,2,3,1.714285714,2.571428571,2,3
10/20/2020,2020,2020,2,3,2,3,1.714285714,2.571428571,2,3
2/4/2022,2022,2020,2,3,2,3,1.714285714,2.571428571,2,3
6/26/1987,1987,1980,2,3,2,3,1.5,2.571428571,2,3
3/24/1998,1998,1990,2,3,2,3,1.5,2.571428571,2,3
1/27/2000,2000,2000,1,3,1,3,1.5,2.571428571,2,3
12/29/2004,2004,2000,1,3,1,3,1.5,2.571428571,2,3
2/1/2017,2017,2010,1,3,1,3,1.5,2.571428571,2,3
5/7/2025,2025,2020,2,3,2,3,1.5,2.571428571,2,3
12/13/1988,1988,1980,2,4,2,4,1.333333333,3.428571429,1,3
3/19/2001,2001,2000,1,5,1,5,0.857142857,3.333333333,1,3
1/31/1985,1985,1980,1,3,1,3,1.2,3,1,3
12/23/1986,1986,1980,1,3,1,3,1.2,3,1,3
9/19/1997,1997,1990,1,3,1,3,1.2,3,1,3
11/3/1998,1998,1990,1,2,1,2,1.2,3,1,3
4/9/1999,1999,1990,1,3,1,3,1.2,3,1,3
5/14/2001,2001,2000,1,3,1,3,1.2,3,1,3
5/30/2013,2013,2010,1,3,1,3,1.2,3,1,3
1/12/2016,2016,2010,1,3,1,3,1.2,3,1,3
12/24/2019,2019,2010,1,4,1,4,1.2,3,1,3
5/26/2025,2025,2020,1,3,1,3,1.2,3,1,3
1/19/1987,1987,1980,1,3,1,3,1,3,1,3
1/21/1987,1987,1980,1,4,1,4,1,3,1,3
1/8/1999,1999,1990,1,4,1,4,1,3,1,3
9/27/1999,1999,1990,1,3,1,3,1,3,1,3
11/17/2000,2000,2000,1,4,1,4,1,3,1,3
12/28/2005,2005,2000,1,3,1,3,1,3,1,3
10/3/2006,2006,2000,1,3,1,3,1,3,1,3
5/27/2010,2010,2010,1,3,1,3,1,3,1,3
6/6/2016,2016,2010,1,2,1,2,1,3,1,3
11/29/1996,1996,1990,1,3,1,3,0.857142857,3,1,3
12/4/1998,1998,1990,1,3,1,3,0.857142857,3,1,3
10/21/1999,1999,1990,1,4,1,4,0.857142857,3,1,3
3/30/2001,2001,2000,1,3,1,3,0.857142857,3,1,3
10/22/1986,1986,1980,1,2,1,2,0.75,3,1,3
5/1/1987,1987,1980,1,3,1,3,0.75,3,1,3
4/19/2001,2001,2000,1,5,1,5,0.75,3,1,3
11/13/2001,2001,2000,1,3,1,3,0.75,3,1,3
4/1/2004,2004,2000,1,3,1,3,0.75,3,1,3
6/14/2007,2007,2000,1,3,1,3,0.75,3,1,3
3/18/2021,2021,2020,1,3,1,3,0.75,3,1,3
4/28/2000,2000,2000,1,3,1,3,0.666666667,3,1,3
11/14/2006,2006,2000,2,4,2,4,1.333333333,2.666666667,1,3
5/19/1998,1998,1990,1,4,1,4,1.2,2.666666667,1,3
12/9/1998,1998,1990,1,4,1,4,1.2,2.666666667,1,3
1/5/2000,2000,2000,1,4,1,4,1.2,2.666666667,1,3
4/14/2008,2008,2000,1,4,1,4,1.2,2.666666667,1,3
12/10/1997,1997,1990,1,3,1,3,1.2,2.571428571,1,3
1/20/2000,2000,2000,1,3,1,3,1.2,2.571428571,1,3
3/1/2000,2000,2000,1,3,1,3,1.2,2.571428571,1,3
3/14/2002,2002,2000,1,3,1,3,1.2,2.571428571,1,3
6/25/2002,2002,2000,1,3,1,3,1.2,2.571428571,1,3
7/8/2002,2002,2000,1,3,1,3,1.2,2.571428571,1,3
6/16/2004,2004,2000,1,3,1,3,1.2,2.571428571,1,3
2/24/2009,2009,2000,1,3,1,3,1.2,2.571428571,1,3
3/3/2014,2014,2010,1,3,1,3,1.2,2.571428571,1,3
9/28/2018,2018,2010,1,3,1,3,1.2,2.571428571,1,3
4/26/2023,2023,2020,1,3,1,3,1.2,2.571428571,1,3
2/25/1998,1998,1990,1,3,1,3,1,2.571428571,1,3
3/18/1998,1998,1990,1,3,1,3,1,2.571428571,1,3
4/3/2001,2001,2000,1,3,1,3,1,2.571428571,1,3
5/24/2002,2002,2000,1,3,1,3,1,2.571428571,1,3
9/18/2003,2003,2000,1,3,1,3,1,2.571428571,1,3
2/8/2006,2006,2000,1,3,1,3,1,2.571428571,1,3
6/16/2006,2006,2000,1,3,1,3,1,2.571428571,1,3
4/20/2007,2007,2000,1,3,1,3,1,2.571428571,1,3
9/11/2008,2008,2000,1,3,1,3,1,2.571428571,1,3
12/20/2010,2010,2010,1,3,1,3,1,2.571428571,1,3
9/18/2013,2013,2010,1,3,1,3,1,2.571428571,1,3
4/11/2014,2014,2010,1,3,1,3,1,2.571428571,1,3
5/29/2015,2015,2010,1,3,1,3,1,2.571428571,1,3
7/23/2015,2015,2010,1,3,1,3,1,2.571428571,1,3
12/29/2016,2016,2010,1,3,1,3,1,2.571428571,1,3
10/5/2020,2020,2020,1,3,1,3,1,2.571428571,1,3
4/14/2021,2021,2020,1,3,1,3,1,2.571428571,1,3
7/28/2021,2021,2020,1,3,1,3,1,2.571428571,1,3
3/19/2025,2025,2020,1,3,1,3,1,2.571428571,1,3
5/12/1988,1988,1980,1,3,1,3,0.857142857,2.571428571,1,3
3/29/1999,1999,1990,1,3,1,3,0.857142857,2.571428571,1,3
9/4/2000,2000,2000,1,3,1,3,0.857142857,2.571428571,1,3
5/9/2005,2005,2000,1,3,1,3,0.857142857,2.571428571,1,3
6/12/2012,2012,2010,1,3,1,3,0.857142857,2.571428571,1,3
4/11/2013,2013,2010,1,3,1,3,0.857142857,2.571428571,1,3
5/9/2017,2017,2010,1,3,1,3,0.857142857,2.571428571,1,3
9/12/2018,2018,2010,1,3,1,3,0.857142857,2.571428571,1,3
3/5/2001,2001,2000,1,3,1,3,0.75,2.571428571,1,3
9/16/2003,2003,2000,1,3,1,3,0.75,2.571428571,1,3
4/25/2005,2005,2000,1,3,1,3,0.75,2.571428571,1,3
4/29/2014,2014,2010,1,3,1,3,0.75,2.571428571,1,3
6/8/2015,2015,2010,1,3,1,3,0.75,2.571428571,1,3
6/7/2002,2002,2000,1,3,1,3,0.666666667,2.571428571,1,3
1/2/1998,1998,1990,0,4,0,4,0,3.428571429,0,3
3/10/2008,2008,2000,0,2,0,2,0,3,0,3
3/17/2005,2005,2000,0,3,0,3,0,2.571428571,0,3
4/16/2014,2014,2010,0,3,0,3,0,2.571428571,0,3
9/24/2014,2014,2010,0,3,0,3,0,2.571428571,0,3
4/25/2016,2016,2010,0,3,0,3,0,2.571428571,0,3
5/28/2021,2021,2020,0,3,0,3,0,2.571428571,0,3
6/20/2023,2023,2020,0,3,0,3,0,2.571428571,0,3
11/30/2000,2000,2000,4,2,4,2,4,2.4,4,2
1/17/2001,2001,2000,5,2,5,2,3.75,2,4,2
5/13/1987,1987,1980,4,2,4,2,4,1.714285714,4,2
11/6/2009,2009,2000,3,2,3,2,3.6,1.714285714,4,2
5/26/2000,2000,2000,2,2,2,2,4,1.5,4,2
10/28/1997,1997,1990,3,2,3,2,3,2.4,3,2
3/31/2004,2004,2000,3,2,3,2,3,2.4,3,2
1/7/2019,2019,2010,2,2,2,2,3,2.4,3,2
6/11/1987,1987,1980,3,2,3,2,2.571428571,2.4,3,2
4/27/2022,2022,2020,3,2,3,2,2.571428571,2.4,3,2
9/8/1997,1997,1990,4,3,4,3,3.428571429,2.25,3,2
11/2/1999,1999,1990,4,3,4,3,3,2.25,3,2
3/4/2004,2004,2000,3,3,3,3,3,2.25,3,2
4/7/2016,2016,2010,2,3,2,3,3,2.25,3,2
12/11/1997,1997,1990,3,3,3,3,2.571428571,2.25,3,2
11/17/2006,2006,2000,4,2,4,2,3.428571429,2,3,2
10/22/2021,2021,2020,4,2,4,2,3.428571429,2,3,2
1/6/1987,1987,1980,2,2,2,2,3,2,3,2
1/29/1987,1987,1980,2,2,2,2,3,2,3,2
4/27/1999,1999,1990,4,2,4,2,3,2,3,2
11/19/1999,1999,1990,4,2,4,2,3,2,3,2
3/20/2001,2001,2000,3,2,3,2,3,2,3,2
7/9/2001,2001,2000,3,2,3,2,3,2,3,2
10/1/2001,2001,2000,2,2,2,2,3,2,3,2
4/6/2004,2004,2000,3,2,3,2,3,2,3,2
5/18/2004,2004,2000,2,2,2,2,3,2,3,2
6/7/2004,2004,2000,3,2,3,2,3,2,3,2
9/17/2007,2007,2000,3,2,3,2,3,2,3,2
10/15/2009,2009,2000,2,2,2,2,3,2,3,2
4/17/2023,2023,2020,2,2,2,2,3,2,3,2
7/14/1999,1999,1990,4,2,4,2,2.666666667,2,3,2
10/9/1985,1985,1980,3,2,3,2,2.571428571,2,3,2
9/29/1987,1987,1980,3,2,3,2,2.571428571,2,3,2
12/9/1987,1987,1980,3,2,3,2,2.571428571,2,3,2
6/29/1998,1998,1990,3,1,3,1,2.571428571,2,3,2
2/9/2001,2001,2000,3,2,3,2,2.571428571,2,3,2
7/8/2003,2003,2000,3,2,3,2,2.571428571,2,3,2
2/20/2014,2014,2010,3,2,3,2,2.571428571,2,3,2
5/30/2017,2017,2010,3,2,3,2,2.571428571,2,3,2
1/31/2018,2018,2010,3,2,3,2,2.571428571,2,3,2
9/17/2010,2010,2010,3,3,3,3,2.571428571,1.8,3,2
7/20/1987,1987,1980,4,2,4,2,3.428571429,1.714285714,3,2
3/6/1985,1985,1980,2,2,2,2,3,1.714285714,3,2
1/14/1987,1987,1980,2,2,2,2,3,1.714285714,3,2
12/17/1987,1987,1980,3,2,3,2,3,1.714285714,3,2
4/17/1997,1997,1990,3,2,3,2,3,1.714285714,3,2
3/21/2000,2000,2000,3,2,3,2,3,1.714285714,3,2
5/9/2000,2000,2000,3,2,3,2,3,1.714285714,3,2
10/31/2000,2000,2000,3,2,3,2,3,1.714285714,3,2
10/1/2002,2002,2000,3,2,3,2,3,1.714285714,3,2
1/21/2005,2005,2000,4,2,4,2,3,1.714285714,3,2
12/2/1987,1987,1980,4,2,4,2,2.666666667,1.714285714,3,2
5/3/2000,2000,2000,4,2,4,2,2.666666667,1.714285714,3,2
12/12/1984,1984,1980,3,2,3,2,2.571428571,1.714285714,3,2
1/13/1987,1987,1980,3,2,3,2,2.571428571,1.714285714,3,2
4/26/2000,2000,2000,3,2,3,2,2.571428571,1.714285714,3,2
6/6/2005,2005,2000,3,2,3,2,2.571428571,1.714285714,3,2
3/29/2006,2006,2000,3,2,3,2,2.571428571,1.714285714,3,2
1/7/2008,2008,2000,3,2,3,2,2.571428571,1.714285714,3,2
10/10/2024,2024,2020,3,2,3,2,2.571428571,1.714285714,3,2
4/9/2025,2025,2020,3,2,3,2,2.571428571,1.714285714,3,2
5/13/1988,1988,1980,4,2,4,2,3.428571429,1.5,3,2
12/7/1999,1999,1990,4,1,4,1,3.428571429,1.5,3,2
4/2/2001,2001,2000,4,1,4,1,3.428571429,1.5,3,2
7/27/2006,2006,2000,4,2,4,2,3.428571429,1.5,3,2
10/18/1985,1985,1980,3,1,3,1,3,1.5,3,2
11/19/1985,1985,1980,3,1,3,1,3,1.5,3,2
11/14/1986,1986,1980,3,2,3,2,3,1.5,3,2
4/24/1989,1989,1980,2,2,2,2,3,1.5,3,2
12/21/1998,1998,1990,4,1,4,1,3,1.5,3,2
2/12/1999,1999,1990,3,1,3,1,3,1.5,3,2
1/26/2000,2000,2000,4,1,4,1,3,1.5,3,2
3/16/2001,2001,2000,3,2,3,2,3,1.5,3,2
6/9/2006,2006,2000,4,2,4,2,3,1.5,3,2
1/12/2011,2011,2010,3,2,3,2,3,1.5,3,2
2/27/2012,2012,2010,4,1,4,1,3,1.5,3,2
9/17/2012,2012,2010,3,1,3,1,3,1.5,3,2
2/18/2013,2013,2010,4,1,4,1,3,1.5,3,2
12/26/2013,2013,2010,3,1,3,1,3,1.5,3,2
5/14/2015,2015,2010,3,2,3,2,3,1.5,3,2
5/27/2014,2014,2010,4,2,4,2,2.666666667,1.5,3,2
12/16/1985,1985,1980,3,1,3,1,2.571428571,1.5,3,2
12/12/1986,1986,1980,3,1,3,1,2.571428571,1.5,3,2
2/2/1987,1987,1980,3,1,3,1,2.571428571,1.5,3,2
11/25/1987,1987,1980,3,2,3,2,2.571428571,1.5,3,2
4/1/1998,1998,1990,3,2,3,2,2.571428571,1.5,3,2
12/25/1998,1998,1990,3,2,3,2,2.571428571,1.5,3,2
10/3/2001,2001,2000,3,1,3,1,2.571428571,1.5,3,2
11/24/2004,2004,2000,3,1,3,1,2.571428571,1.5,3,2
10/17/2007,2007,2000,3,2,3,2,2.571428571,1.5,3,2
7/7/1998,1998,1990,2,2,2,2,2.4,2.4,2,2
2/26/2004,2004,2000,2,2,2,2,2.4,2.4,2,2
3/18/2005,2005,2000,2,2,2,2,2.4,2.4,2,2
6/10/2010,2010,2010,2,2,2,2,2.4,2.4,2,2
9/27/1988,1988,1980,3,2,3,2,2.25,2.4,2,2
6/7/2000,2000,2000,3,2,3,2,2.25,2.4,2,2
3/24/1986,1986,1980,2,2,2,2,2,2.4,2,2
10/31/1986,1986,1980,2,2,2,2,2,2.4,2,2
5/29/1987,1987,1980,2,2,2,2,2,2.4,2,2
11/10/1993,1993,1990,2,2,2,2,2,2.4,2,2
9/14/1998,1998,1990,2,2,2,2,2,2.4,2,2
10/14/1998,1998,1990,2,2,2,2,2,2.4,2,2
3/2/1999,1999,1990,2,2,2,2,2,2.4,2,2
3/31/1999,1999,1990,2,2,2,2,2,2.4,2,2
5/19/1999,1999,1990,2,2,2,2,2,2.4,2,2
5/21/1999,1999,1990,2,2,2,2,2,2.4,2,2
3/7/2001,2001,2000,2,2,2,2,2,2.4,2,2
5/6/2003,2003,2000,2,2,2,2,2,2.4,2,2
12/19/2008,2008,2000,2,2,2,2,2,2.4,2,2
9/17/2009,2009,2000,2,2,2,2,2,2.4,2,2
9/29/2014,2014,2010,2,2,2,2,2,2.4,2,2
5/20/2016,2016,2010,2,2,2,2,2,2.4,2,2
12/19/2016,2016,2010,2,2,2,2,2,2.4,2,2
2/1/2019,2019,2010,2,2,2,2,2,2.4,2,2
4/27/2020,2020,2020,2,2,2,2,2,2.4,2,2
12/2/1986,1986,1980,2,2,2,2,1.714285714,2.4,2,2
2/18/1998,1998,1990,2,2,2,2,1.714285714,2.4,2,2
4/28/1998,1998,1990,2,2,2,2,1.714285714,2.4,2,2
11/9/1998,1998,1990,2,2,2,2,1.714285714,2.4,2,2
12/2/1998,1998,1990,2,2,2,2,1.714285714,2.4,2,2
3/27/2003,2003,2000,2,2,2,2,1.714285714,2.4,2,2
7/1/2004,2004,2000,2,2,2,2,1.714285714,2.4,2,2
9/14/2005,2005,2000,2,2,2,2,1.714285714,2.4,2,2
11/26/2007,2007,2000,2,2,2,2,1.714285714,2.4,2,2
4/23/2002,2002,2000,1,2,1,2,1.5,2.4,2,2
9/25/2002,2002,2000,1,2,1,2,1.5,2.4,2,2
12/1/2003,2003,2000,1,2,1,2,1.5,2.4,2,2
5/31/2004,2004,2000,1,2,1,2,1.5,2.4,2,2
2/1/2008,2008,2000,2,2,2,2,1.5,2.4,2,2
1/23/2009,2009,2000,1,2,1,2,1.5,2.4,2,2
7/22/2019,2019,2010,1,2,1,2,1.5,2.4,2,2
4/8/2025,2025,2020,2,2,2,2,1.5,2.4,2,2
6/13/2025,2025,2020,1,2,1,2,1.5,2.4,2,2
3/4/2002,2002,2000,2,3,2,3,2.4,2.25,2,2
2/3/2015,2015,2010,3,3,3,3,2.25,2.25,2,2
7/14/1992,1992,1990,3,3,3,3,2,2.25,2,2
4/23/1999,1999,1990,2,3,2,3,2,2.25,2,2
2/7/2001,2001,2000,2,3,2,3,2,2.25,2,2
4/4/2002,2002,2000,2,3,2,3,2,2.25,2,2
3/14/2019,2019,2010,2,3,2,3,2,2.25,2,2
7/12/2000,2000,2000,2,3,2,3,1.714285714,2.25,2,2
11/23/2015,2015,2010,2,3,2,3,1.714285714,2.25,2,2
1/30/1987,1987,1980,2,3,2,3,1.5,2.25,2,2
5/21/1987,1987,1980,2,3,2,3,1.5,2.25,2,2
4/5/2001,2001,2000,2,3,2,3,1.5,2.25,2,2
4/3/2002,2002,2000,2,3,2,3,1.5,2.25,2,2
6/27/2002,2002,2000,2,3,2,3,1.5,2.25,2,2
9/11/2003,2003,2000,1,3,1,3,1.5,2.25,2,2
2/24/2004,2004,2000,2,3,2,3,1.5,2.25,2,2
11/22/2005,2005,2000,1,3,1,3,1.5,2.25,2,2
9/11/2006,2006,2000,2,3,2,3,1.5,2.25,2,2
3/12/2009,2009,2000,2,3,2,3,1.5,2.25,2,2
12/5/2013,2013,2010,1,3,1,3,1.5,2.25,2,2
3/4/2016,2016,2010,2,3,2,3,1.5,2.25,2,2
4/25/2018,2018,2010,2,3,2,3,1.5,2.25,2,2
4/20/2020,2020,2020,2,3,2,3,1.5,2.25,2,2
11/30/2020,2020,2020,1,3,1,3,1.5,2.25,2,2
2/24/1986,1986,1980,2,2,2,2,2.4,2,2,2
12/15/1988,1988,1980,2,2,2,2,2.4,2,2,2
4/9/1998,1998,1990,2,3,2,3,2.4,2,2,2
5/10/1999,1999,1990,2,2,2,2,2.4,2,2,2
6/7/1999,1999,1990,2,2,2,2,2.4,2,2,2
12/18/2002,2002,2000,2,2,2,2,2.4,2,2,2
7/9/2008,2008,2000,2,2,2,2,2.4,2,2,2
10/24/2016,2016,2010,2,2,2,2,2.4,2,2,2
11/11/2016,2016,2010,2,2,2,2,2.4,2,2,2
4/30/2021,2021,2020,2,2,2,2,2.4,2,2,2
2/22/2022,2022,2020,2,2,2,2,2.4,2,2,2
10/16/2023,2023,2020,2,2,2,2,2.4,2,2,2
6/18/2008,2008,2000,3,2,3,2,2.25,2,2,2
1/30/2013,2013,2010,3,2,3,2,2.25,2,2,2
11/5/2013,2013,2010,3,2,3,2,2.25,2,2,2
9/19/2016,2016,2010,3,2,3,2,2.25,2,2,2
1/26/2022,2022,2020,3,2,3,2,2.25,2,2,2
6/10/1987,1987,1980,2,2,2,2,2,2,2,2
10/18/1988,1988,1980,3,2,3,2,2,2,2,2
3/31/1998,1998,1990,2,2,2,2,2,2,2,2
4/2/1998,1998,1990,2,3,2,3,2,2,2,2
4/3/1998,1998,1990,2,1,2,1,2,2,2,2
5/25/1998,1998,1990,2,2,2,2,2,2,2,2
7/1/1998,1998,1990,2,2,2,2,2,2,2,2
9/22/1998,1998,1990,2,1,2,1,2,2,2,2
5/24/1999,1999,1990,2,2,2,2,2,2,2,2
4/6/2000,2000,2000,2,2,2,2,2,2,2,2
10/5/2000,2000,2000,2,2,2,2,2,2,2,2
12/11/2000,2000,2000,3,2,3,2,2,2,2,2
1/11/2001,2001,2000,2,3,2,3,2,2,2,2
2/5/2001,2001,2000,2,2,2,2,2,2,2,2
10/2/2002,2002,2000,2,2,2,2,2,2,2,2
4/30/2003,2003,2000,2,2,2,2,2,2,2,2
6/25/2003,2003,2000,2,2,2,2,2,2,2,2
7/9/2003,2003,2000,2,2,2,2,2,2,2,2
11/12/2003,2003,2000,3,2,3,2,2,2,2,2
3/16/2006,2006,2000,2,2,2,2,2,2,2,2
6/20/2008,2008,2000,2,2,2,2,2,2,2,2
2/3/2009,2009,2000,2,2,2,2,2,2,2,2
5/6/2011,2011,2010,3,2,3,2,2,2,2,2
5/30/2011,2011,2010,2,2,2,2,2,2,2,2
5/10/2013,2013,2010,2,2,2,2,2,2,2,2
7/12/2013,2013,2010,2,2,2,2,2,2,2,2
12/17/2015,2015,2010,1,2,1,2,2,2,2,2
5/26/2016,2016,2010,2,3,2,3,2,2,2,2
9/20/2016,2016,2010,2,2,2,2,2,2,2,2
12/21/2016,2016,2010,2,2,2,2,2,2,2,2
1/4/2017,2017,2010,2,2,2,2,2,2,2,2
12/21/2017,2017,2010,2,2,2,2,2,2,2,2
2/1/2018,2018,2010,2,2,2,2,2,2,2,2
5/16/2018,2018,2010,2,2,2,2,2,2,2,2
9/19/2018,2018,2010,3,2,3,2,2,2,2,2
4/22/2019,2019,2010,2,2,2,2,2,2,2,2
9/12/2019,2019,2010,2,2,2,2,2,2,2,2
2/18/2020,2020,2020,2,2,2,2,2,2,2,2
10/7/2020,2020,2020,1,2,1,2,2,2,2,2
5/16/2022,2022,2020,2,2,2,2,2,2,2,2
2/14/2023,2023,2020,2,2,2,2,2,2,2,2
3/21/2023,2023,2020,2,3,2,3,2,2,2,2
6/21/2023,2023,2020,1,3,1,3,2,2,2,2
1/27/2025,2025,2020,2,2,2,2,2,2,2,2
2/13/2025,2025,2020,2,2,2,2,2,2,2,2
9/18/1985,1985,1980,2,1,2,1,1.714285714,2,2,2
1/29/1986,1986,1980,2,2,2,2,1.714285714,2,2,2
10/15/1987,1987,1980,2,2,2,2,1.714285714,2,2,2
10/15/1990,1990,1990,2,2,2,2,1.714285714,2,2,2
10/26/1992,1992,1990,2,2,2,2,1.714285714,2,2,2
12/22/1997,1997,1990,2,2,2,2,1.714285714,2,2,2
11/23/1998,1998,1990,2,2,2,2,1.714285714,2,2,2
7/20/1999,1999,1990,2,3,2,3,1.714285714,2,2,2
2/17/2000,2000,2000,2,2,2,2,1.714285714,2,2,2
3/17/2000,2000,2000,2,3,2,3,1.714285714,2,2,2
3/30/2000,2000,2000,2,3,2,3,1.714285714,2,2,2
9/14/2000,2000,2000,2,2,2,2,1.714285714,2,2,2
11/20/2000,2000,2000,2,2,2,2,1.714285714,2,2,2
2/26/2002,2002,2000,2,2,2,2,1.714285714,2,2,2
3/12/2002,2002,2000,2,3,2,3,1.714285714,2,2,2
4/5/2002,2002,2000,2,2,2,2,1.714285714,2,2,2
7/19/2004,2004,2000,2,1,2,1,1.714285714,2,2,2
9/15/2004,2004,2000,2,2,2,2,1.714285714,2,2,2
9/17/2004,2004,2000,2,2,2,2,1.714285714,2,2,2
3/21/2006,2006,2000,2,2,2,2,1.714285714,2,2,2
5/22/2006,2006,2000,2,2,2,2,1.714285714,2,2,2
10/9/2008,2008,2000,2,3,2,3,1.714285714,2,2,2
11/28/2008,2008,2000,2,3,2,3,1.714285714,2,2,2
2/9/2010,2010,2010,2,2,2,2,1.714285714,2,2,2
3/26/2010,2010,2010,2,3,2,3,1.714285714,2,2,2
4/12/2010,2010,2010,2,2,2,2,1.714285714,2,2,2
4/19/2010,2010,2010,2,2,2,2,1.714285714,2,2,2
10/26/2012,2012,2010,2,3,2,3,1.714285714,2,2,2
5/2/2013,2013,2010,2,2,2,2,1.714285714,2,2,2
10/4/2013,2013,2010,2,2,2,2,1.714285714,2,2,2
6/19/2014,2014,2010,2,2,2,2,1.714285714,2,2,2
5/5/2017,2017,2010,2,2,2,2,1.714285714,2,2,2
6/13/2017,2017,2010,2,2,2,2,1.714285714,2,2,2
10/24/2018,2018,2010,2,2,2,2,1.714285714,2,2,2
3/24/2023,2023,2020,2,2,2,2,1.714285714,2,2,2
12/13/1984,1984,1980,1,2,1,2,1.5,2,2,2
4/17/1985,1985,1980,1,2,1,2,1.5,2,2,2
4/26/1985,1985,1980,1,2,1,2,1.5,2,2,2
12/10/1985,1985,1980,2,1,2,1,1.5,2,2,2
4/25/1986,1986,1980,1,2,1,2,1.5,2,2,2
12/6/1988,1988,1980,1,2,1,2,1.5,2,2,2
